,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
106,CBS,HGNC:1550,classic homocystinuria,MONDO_0009352,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a9086d29-767b-4ab8-9274-1249b5480834--2019-04-12T16:00:00,2019-04-12T16:00:00.000Z,error,yes,Q14913093,absent
107,CCDC50,HGNC:18111,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/cf656dcb-6644-41bb-a29a-d7bdf54b28f7--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q18052173,Q9079046
108,CD164,HGNC:1632,autosomal dominant nonsyndromic deafness 66,MONDO_0014854,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9997,2018-03-20T00:00:00,error,no,Q14911798,Q28024717
109,CD164,HGNC:1632,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/e9524ca4-7d17-4691-b650-0d457531c7fd--2018-03-20T16:00:00,2018-03-20T16:00:00.000Z,error,no,Q14911798,Q9079046
110,CD3E,HGNC:1674,severe combined immunodeficiency (disease),MONDO_0015974,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3217,2017-01-09T00:00:00,error,yes,Q17857659,absent
111,CDC14A,HGNC:1718,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/e869e4b1-30e2-4d9b-9b69-124903d7b307--2018-02-26T17:00:00,2018-02-26T17:00:00.000Z,error,no,Q18033104,Q9079046
112,CDC73,HGNC:16783,hyperparathyroidism-jaw tumor syndrome,MONDO_0007768,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a5bd498b-dc86-4f2d-a51b-48baf7017a02--2019-04-19T16:00:00,2019-04-19T16:00:00.000Z,error,yes,Q18046180,absent
113,CDH1,HGNC:1748,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8433,2017-06-08T00:00:00,error,no,Q17859787,Q783644
114,CDH1,HGNC:1748,hereditary breast carcinoma,MONDO_0016419,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8502,2017-01-25T00:00:00,error,yes,Q17859787,absent
115,CDH1,HGNC:1748,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8503,2017-08-03T00:00:00,error,no,Q17859787,Q172341
116,CDH1,HGNC:1748,hereditary diffuse gastric adenocarcinoma,MONDO_0007648,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/14223ff7-e6b0-4c60-bee6-df55301d2017--2019-04-19T16:00:00,2019-04-19T16:00:00.000Z,error,yes,Q17859787,absent
117,CDH23,HGNC:13733,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5610,2017-01-30T00:00:00,error,yes,Q18045544,absent
118,CDH23,HGNC:13733,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f5799772-f233-4004-99a8-e6a0dddf0e8b--2018-05-22T04:00:00,2018-05-22T04:00:00.000Z,complete,yes,Q18045544,Q9079046
119,CDKL5,HGNC:11411,CDKL5 disorder,MONDO_0100039,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a80cd86d-b085-4f35-9379-12a53ef367e2--2018-07-02T14:57:31,2018-07-02T14:57:31.072Z,error,yes,Q14907954,absent
120,CDKN1B,HGNC:1785,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8434,2017-06-08T00:00:00,error,no,Q20969983,Q783644
121,CDKN1B,HGNC:1785,multiple endocrine neoplasia type 4,MONDO_0012552,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b07f8882-dd5e-4831-9926-f8b4c2a8c265--2018-12-21T15:48:54,2018-12-21T15:48:54.477Z,complete,yes,Q20969983,Q26492830
122,CDKN2A,HGNC:1787,melanoma-pancreatic cancer syndrome,MONDO_0011713,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0c0d2fc0-12b2-4855-b537-60394d0987dd--2019-08-14T19:45:47,2019-08-14T19:45:47.089Z,complete,yes,Q5009957,Q55783469
123,CEACAM16,HGNC:31948,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/e25cadf1-752a-495d-aaf2-30565519518a--2018-03-20T16:00:00,2018-03-20T16:00:00.000Z,error,no,Q18056516,Q9079046
124,CEBPA,HGNC:1833,acute myeloid leukemia,MONDO_0018874,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/4234367e-149b-4f13-9243-341396fb4ccf--2019-08-18T15:59:16,2019-08-18T15:59:16.225Z,complete,yes,Q17861031,Q264118
125,CEMIP,HGNC:29213,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/27d840d2-1f58-4d1c-9f6e-307db9f41b60--2018-07-17T16:00:00,2018-07-17T16:00:00.000Z,error,no,Q18042982,Q9079046
126,CEP78,HGNC:25740,cone-rod dystrophy and hearing loss; CRDHL,MONDO_0014980,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8149,2017-04-12T00:00:00,error,no,Q18047419,Q55785159
127,CHD1L,HGNC:1916,congenital anomaly of kidney and urinary tract,MONDO_0019719,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/3220,2016-11-18T00:00:00,error,no,Q18034379,Q30899323
128,CHD2,HGNC:1917,complex neurodevelopmental disorder,MONDO_0100038,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5af80ea6-31c6-47d2-a5a5-299380f5593c--2018-07-18T12:53:09,2018-07-18T12:53:09.666Z,error,yes,Q17861687,absent
129,CHD7,HGNC:20626,CHARGE syndrome,MONDO_0008965,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/26ae5799-567b-431b-b981-3bc2f8635802--2018-08-22T20:16:33,2018-08-22T20:16:33.685Z,complete,yes,Q15311448,Q1023604
130,CHD8,HGNC:20153,autism spectrum disorder,MONDO_0005258,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3134b4e1-2fee-4025-99af-b2146cc2ccf8--2018-08-27T15:22:35,2018-08-27T15:22:35.187Z,error,yes,Q18044416,absent
131,CHEK1,HGNC:1925,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8504,2016-10-12T00:00:00,error,no,Q17861750,Q172341
132,CHEK1,HGNC:1925,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8505,2016-10-12T00:00:00,error,no,Q17861750,absent
133,CHEK2,HGNC:16627,familial ovarian cancer,MONDO_0016248,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8523,2016-12-14T00:00:00,error,no,Q14912280,Q172341
134,CHEK2,HGNC:16627,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9862,2017-03-13T00:00:00,error,no,Q14912280,Q783644
135,CHEK2,HGNC:16627,hereditary breast carcinoma,MONDO_0016419,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8522,2016-12-14T00:00:00,error,yes,Q14912280,absent
136,CIB2,HGNC:24579,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d4187cb6-182f-43fc-aeec-d27297c36bdb--2018-02-20T17:00:00,2018-02-20T17:00:00.000Z,complete,yes,Q18035447,Q9079046
137,CIB2,HGNC:24579,Usher syndrome type 1,MONDO_0010168,SOP6,Refuted,https://search.clinicalgenome.org/kb/gene-validity/95709038-78a4-4043-a054-9cbe245d2588--2019-02-19T17:00:00,2019-02-19T17:00:00.000Z,error,no,Q18035447,absent
138,CISD2,HGNC:24212,Wolfram syndrome,MONDO_0018105,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/0a18d59c-c00c-4bb3-b6d6-1e59b92d1313--2018-03-27T16:00:00,2018-03-27T16:00:00.000Z,error,no,Q18058938,Q1153641
139,CLCN4,HGNC:2022,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9512,2017-10-20T00:00:00,error,yes,Q17862026,absent
140,CLDN14,HGNC:2035,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/17528cdb-97e0-4128-92de-9e419902aa62--2018-05-01T16:00:00,2018-05-01T16:00:00.000Z,complete,yes,Q18037280,Q9079046
141,CLIC5,HGNC:13517,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9545,2017-11-21T00:00:00,error,no,Q18040639,absent
142,CLPP,HGNC:2084,Perrault syndrome 3,MONDO_0013588,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/15291cb2-a541-4f88-91c8-0b441e3b64cb--2018-03-27T16:00:00,2018-03-27T16:00:00.000Z,error,yes,Q18032760,absent
143,CLRN1,HGNC:12605,Usher syndrome type 3,MONDO_0016485,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8400,2017-03-02T00:00:00,error,yes,Q18032309,absent
144,COCH,HGNC:2180,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/998da390-3e32-4b80-a733-d64d87d5357b--2018-01-05T17:00:00,2018-01-05T17:00:00.000Z,complete,yes,Q17913983,Q9079046
145,COL11A2,HGNC:2187,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/561327b9-7c55-40c3-b83c-5a3ed9d75606--2018-12-20T17:00:00,2018-12-20T17:00:00.000Z,error,no,Q17908457,Q9079046
146,COL11A2,HGNC:2187,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/0665772a-ba94-4561-b597-364f7db7e4ca--2018-12-20T17:00:00,2018-12-20T17:00:00.000Z,error,no,Q17908457,Q9079046
147,COL11A2,HGNC:2187,otospondylomegaepiphyseal dysplasia,MONDO_0008975,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/27b13a91-0a04-4393-bf1c-4f8418154c9b--2018-12-20T17:00:00,2018-12-20T17:00:00.000Z,complete,yes,Q17908457,Q7109017
148,COL11A2,HGNC:2187,otospondylomegaepiphyseal dysplasia,MONDO_0008975,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/177bddd8-0566-4f80-a9f1-679ca96a7c60--2018-12-20T17:00:00,2018-12-20T17:00:00.000Z,complete,yes,Q17908457,Q7109017
149,COL2A1,HGNC:2200,"spondyloepiphyseal dysplasia, Stanescu type",MONDO_0014701,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/4843,2016-12-01T00:00:00,error,no,Q14877681,Q55784940
150,COL3A1,HGNC:2201,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8250,2016-03-14T00:00:00,error,yes,Q14906847,absent
151,COL3A1,HGNC:2201,"Ehlers-Danlos syndrome, vascular type",MONDO_0017314,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ce795591-1c7c-4a52-886a-a294293c67c3--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,error,yes,Q14906847,absent
152,COL4A5,HGNC:2207,Alport syndrome,MONDO_0018965,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0407dc2e-1cab-4043-889d-4695b043d7b3--2019-03-19T16:00:00,2019-03-19T16:00:00.000Z,error,yes,Q17907906,absent
153,COL4A6,HGNC:2208,"deafness, X-linked 6",MONDO_0010484,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d026ef00-c6f3-4aa8-a61a-b354b68fe043--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q17907952,absent
154,COL9A1,HGNC:2217,Stickler syndrome,MONDO_0019354,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9807,2018-03-26T00:00:00,error,no,Q5145887,Q2288646
155,COL9A2,HGNC:2218,Stickler syndrome,MONDO_0019354,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/697ae26e-2b07-4f87-b42c-121684c89bc0--2019-02-19T17:00:00,2019-02-19T17:00:00.000Z,error,no,Q17908363,Q2288646
156,COX10,HGNC:2260,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/48794019-db9d-47c2-9977-4dc76a7d07b3--2019-05-20T18:28:01,2019-05-20T18:28:01.393Z,error,no,Q17909085,absent
157,COX15,HGNC:2263,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/b5c8d1e1-24d0-4b88-8c04-023197db14f3--2019-05-20T18:33:21,2019-05-20T18:33:21.284Z,error,no,Q17909099,absent
158,CPS1,HGNC:2323,carbamoyl phosphate synthetase I deficiency disease,MONDO_0009376,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dbc4dbbe-8827-4d68-a396-8368f3801e78--2018-10-12T18:14:32,2018-10-12T18:14:32.674Z,complete,yes,Q425485,Q5037834
159,CPT1A,HGNC:2328,carnitine palmitoyl transferase 1A deficiency,MONDO_0009705,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dcea255c-11e4-46fd-b0f7-2de68311a75c--2018-01-23T17:00:00,2018-01-23T17:00:00.000Z,complete,yes,Q5044069,Q3043143
160,CPT2,HGNC:2330,carnitine palmitoyltransferase II deficiency,MONDO_0015515,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1a57ea10-6ca0-4311-94f1-0ad036a38ca6--2018-03-27T16:00:00,2018-03-27T16:00:00.000Z,error,yes,Q14912537,absent
161,CREBBP,HGNC:2348,Rubinstein-Taybi syndrome due to CREBBP mutations,MONDO_0008393,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9554,2018-02-21T00:00:00,error,yes,Q14911859,absent
162,CRYM,HGNC:2418,autosomal dominant nonsyndromic deafness 40,MONDO_0014603,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9594,false,error,no,Q17910350,Q28024694
163,CSRP3,HGNC:2472,hypertrophic cardiomyopathy 12,MONDO_0012804,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/10067,2017-12-19T00:00:00,error,no,Q18032716,Q27674930
164,CTCF,HGNC:13723,intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome,MONDO_0014213,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/10143,false,error,no,Q21163346,Q50349625
165,CTH,HGNC:2501,cystathioninuria (disease),MONDO_0009058,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2f5047f7-80ba-4b8f-8009-59d7130e63be--2019-06-14T16:00:00,2019-06-14T16:00:00.000Z,complete,yes,Q5201182,Q5201186
166,CTNNA1,HGNC:2509,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9868,2017-04-24T00:00:00,error,no,Q17911510,Q783644
167,CUL4B,HGNC:2555,"X-linked intellectual disability, Cabezas type",MONDO_0010306,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9595,2018-02-21T00:00:00,error,yes,Q18032941,absent
168,CYLD,HGNC:2584,Brooke-Spiegler syndrome,MONDO_0011512,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/434ddb72-ee88-47af-9fa2-8dee9fa0a388--2019-04-19T16:00:00,2019-04-19T16:00:00.000Z,error,yes,Q17911655,absent
169,DBT,HGNC:2698,maple syrup urine disease,MONDO_0009563,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/cfd1ebde-e447-4877-977e-f5b9fe434adc--2018-10-30T16:00:00,2018-10-30T16:00:00.000Z,error,yes,Q17913210,absent
170,DCDC2,HGNC:18141,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/86802e37-e2a5-43b9-8538-e104859b4c55--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,error,no,Q14877933,Q9079046
171,DDB2,HGNC:2718,xeroderma pigmentosum group E,MONDO_0010213,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/cf2a4254-51ec-467a-9194-3962d39a6b20--2019-04-19T16:00:00,2019-04-19T16:00:00.000Z,complete,yes,Q17913462,Q32143748
172,DEPDC5,HGNC:18423,familial focal epilepsy with variable foci,MONDO_0020310,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/82a82c75-f9a5-4f51-a15c-6513c13df57c--2018-08-24T13:59:01,2018-08-24T13:59:01.645Z,complete,yes,Q18034577,Q55762943
173,DES,HGNC:2770,myofibrillar myopathy 1,MONDO_0011076,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10050,2017-08-25T00:00:00,error,yes,Q14864844,absent
174,DHCR7,HGNC:2860,Smith-Lemli-Opitz syndrome,MONDO_0010035,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d5ed71c9-a76b-44c0-b5c0-44d604f2e0e9--2018-09-11T16:33:02,2018-09-11T16:33:02.452Z,complete,yes,Q14905455,Q998273
175,DIABLO,HGNC:21528,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/f5903c3b-b2d7-4c14-b196-37533187d807--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q18042415,Q9079046
176,DIAPH1,HGNC:2876,diaph1-related sensorineural hearing loss-thrombocytopenia syndrome,MONDO_0044635,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/43c017fd-ce70-4fbe-ad30-90f216adaa7d--2018-01-05T17:00:00,2018-01-05T17:00:00.000Z,error,yes,Q17913996,absent
177,DIAPH3,HGNC:15480,auditory neuropathy,MONDO_0021944,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/fc54aaf6-8e1b-4c98-bcbe-e1f337f6eadc--2017-03-29T16:00:00,2017-03-29T16:00:00.000Z,error,no,Q18047071,Q4820036
178,DICER1,HGNC:17098,pleuropulmonary blastoma,MONDO_0011014,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3212,2017-01-08T00:00:00,complete,yes,Q18037154,Q7204815
179,DLD,HGNC:2898,pyruvate dehydrogenase E3 deficiency,MONDO_0009529,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a9dfbbc2-cede-491e-9db0-fc5719fbc729--2019-03-08T17:00:00,2019-03-08T17:00:00.000Z,error,yes,Q14909011,absent
180,DLG3,HGNC:2902,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e73a08f0-ff3a-4328-9020-89102296e405--2018-08-24T16:42:48,2018-08-24T16:42:48.949Z,error,yes,Q17914011,absent
181,DMGDH,HGNC:24475,dimethylglycine dehydrogenase deficiency,MONDO_0011610,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/b181250b-bc72-43b7-adec-5b85860b1a62--2019-06-28T16:00:00,2019-06-28T16:00:00.000Z,error,no,Q18039732,Q55783428
182,DMXL2,HGNC:2938,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/6237,2017-02-06T00:00:00,error,no,Q18037082,absent
183,DNM1,HGNC:2972,early infantile epileptic encephalopathy,MONDO_0016021,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8492,2016-12-13T00:00:00,error,yes,Q1181014,absent
184,DNMT1,HGNC:2976,"autosomal dominant cerebellar ataxia, deafness and narcolepsy",MONDO_0011397,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6235,2017-02-10T00:00:00,complete,yes,Q14907998,Q21097765
185,DSP,HGNC:3052,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10065,2017-05-23T00:00:00,error,no,Q14906111,absent
186,DSPP,HGNC:3054,dentinogenesis imperfecta (disease),MONDO_0018849,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/39f5492a-97a3-49a6-929d-f24f23b51217--2018-04-17T16:00:00,2018-04-17T16:00:00.000Z,error,yes,Q18022970,absent
187,ECHS1,HGNC:3151,mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency,MONDO_0014563,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dad38816-be17-4d59-bbfd-3e79221911a4--2018-10-09T16:00:00,2018-10-09T16:00:00.000Z,complete,yes,Q17915374,Q56013553
188,EDN3,HGNC:3178,Waardenburg syndrome type 4B,MONDO_0013201,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/04e39ada-cd77-43f0-98f3-7b4a37668a96--2018-05-30T14:25:40,2018-05-30T14:25:40.938Z,error,no,Q18023152,Q32145186
189,EDN3,HGNC:3178,Waardenburg syndrome type 4B,MONDO_0013201,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/7f88c34c-a093-4fc8-b84a-49c7d2dd327f--2018-05-08T16:00:00,2018-05-08T16:00:00.000Z,error,no,Q18023152,Q32145186
190,EDNRB,HGNC:3180,Waardenburg syndrome type 4A,MONDO_0010192,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/d7abbd45-7915-437b-849b-dea876bfc2f5--2018-05-08T04:00:00,2018-05-08T04:00:00.000Z,error,no,Q390543,Q32145171
191,EDNRB,HGNC:3180,Waardenburg syndrome type 4A,MONDO_0010192,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/73ee9727-60c1-40fd-830f-08c2b513d2ee--2018-05-08T04:00:00,2018-05-08T04:00:00.000Z,error,no,Q390543,Q32145171
192,EEF1A2,HGNC:3192,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/17551147-b62c-47a9-a12a-f425c23d90ff--2019-03-19T16:00:00,2019-03-19T16:00:00.000Z,error,yes,Q17915947,absent
193,EFEMP2,HGNC:3219,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8267,2016-12-22T00:00:00,error,no,Q18039764,absent
194,EFHC1,HGNC:16406,juvenile myoclonic epilepsy,MONDO_0009696,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/a2338bd8-c9ea-464b-8281-84472771a657--2018-07-27T21:06:44,2018-07-27T21:06:44.573Z,error,no,Q18048984,absent
195,EGLN1,HGNC:1232,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8363,2017-06-22T00:00:00,error,no,Q18041122,Q56013982
196,EGLN2,HGNC:14660,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8368,2017-06-22T00:00:00,error,no,Q18048843,Q56013982
197,EHMT1,HGNC:24650,Kleefstra syndrome,MONDO_0012455,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/db91a861-6a88-4848-b6d5-4772bdef52ff--2018-06-07T18:31:28,2018-06-07T18:31:28.103Z,complete,yes,Q18046371,Q4646476
198,ELAC2,HGNC:14198,combined oxidative phosphorylation defect type 17,MONDO_0014190,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/10122,false,error,no,Q18045417,absent
199,ELMOD3,HGNC:26158,autosomal recessive nonsyndromic deafness 88,MONDO_0014182,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8401,2017-05-04T00:00:00,error,no,Q18047444,Q28024660
200,ELMOD3,HGNC:26158,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/95f5efe3-e0d1-4cef-b475-7ff1cd3c417c--2017-05-04T16:00:00,2017-05-04T16:00:00.000Z,error,no,Q18047444,Q9079046
