Index|Drug ID|Drug Name|Section LOINC|Section Display Name|MedDRA PT|PT ID|MedDRA LLT|LLT ID|Matching String|UMLS CUI|UMLS PrefName|Flag 1|Flag 2
000137|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Gallbladder disorder|10017626|Gallbladder disease|10017641|gallbladder disease|C0016977|Gall Bladder Diseases||
000138|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Gastrointestinal disorder|10017944|Gastrointestinal symptom NOS|10018011|gastrointestinal symptoms|C0426576|Gastrointestinal symptom||
000139|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Genital haemorrhage|10061178|Genital hemorrhage|10055260|genital hemorrhage|C0854381|Genital hemorrhage||
000140|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Headache|10019211|Headache|10019211|headaches|C0018681|Headache||
000141|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Hepatitis|10019717|Hepatitis|10019717|hepatitis|C0019158|Hepatitis||
000142|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Hypersensitivity|10020751|Hypersensitivity|10020751|hypersensitivity|C0020517|Hypersensitivity||
000143|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Hypertension|10020772|Hypertension|10020772|hypertension|C0020538|Hypertensive disease||
000144|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Hypertriglyceridaemia|10020869|Hypertriglyceridemia|10020870|hypertriglyceridemia|C0020557|Hypertriglyceridemia||
000145|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Liver disorder|10024670|Hepatic disease|10019650|liver disease|C0023895|Liver diseases||
000146|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Menorrhagia|10027313|Menorrhagia|10027313|menorrhagia|C0025323|Menorrhagia||
000147|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Menstrual disorder|10027327|Menstrual disorder|10027327|menstrual disorders|C0025345|Menstruation Disturbances||
000148|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Menstruation irregular|10027339|Menstruation irregular|10027339|menstruation irregular|C0156404|Irregular periods||
000149|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Metrorrhagia|10027514|Metrorrhagia|10027514|metrorrhagia|C0025874|Metrorrhagia||
000150|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Migraine|10027599|Migraine|10027599|migraines|C0149931|Migraine Disorders||
000151|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Mood altered|10027940|Mood altered|10027940|mood altered|C0085633|Mood swings||
000152|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Mood altered|10027940|Mood change|10027941|mood changes|C0085633|Mood swings||
000153|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Mood swings|10027951|Mood swings|10027951|mood swings|C0085633|Mood swings||
000154|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Myocardial infarction|10028596|Myocardial infarction|10028596|myocardial infarction|C0027051|Myocardial Infarction||
000155|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
000156|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Ovarian cyst ruptured|10033136|Ovarian cyst ruptured|10033136|ruptured ovarian cyst|C0404478|Ruptured cyst of ovary||
000157|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Pulmonary embolism|10037377|Pulmonary embolus|10037380|pulmonary emboli|C0034065|Pulmonary Embolism||
000158|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Uterine haemorrhage|10046788|Uterine hemorrhage|10046789|uterine hemorrhage|C0042134|Uterine hemorrhage||
000159|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Uterine leiomyoma|10046798|Uterine leiomyoma|10046798|uterine leiomyoma|C0042133|Uterine Fibroids||
000160|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Vaginal haemorrhage|10046910|Vaginal hemorrhage|10046912|vaginal hemorrhage|C2979982|Vaginal Hemorrhage||
000161|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Vomiting|10047700|Vomiting|10047700|vomiting|C0042963|Vomiting||
000162|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Vulvovaginal candidiasis|10047784|Vulvovaginal candidiasis|10047784|vulvovaginal candidiasis|C0700345|Candidiasis, Vulvovaginal||
000163|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|34084-4|ADVERSE REACTIONS|Weight increased|10047899|Weight increased|10047899|weight increased|C0043094|Weight Gain||
000164|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Amenorrhoea|10001928|Amenorrhea|10001927|amenorrhea|C0002453|Amenorrhea||
000165|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Angioedema|10002424|Angioedema|10002424|angioedema|C0002994|Angioedema||
000166|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Arterial thrombosis|10003178|Arterial thrombosis|10003178|arterial thromboses|C0151942|Arterial thrombosis||DrugClass
000167|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Blood pressure increased|10005750|Blood pressure increased|10005750|increase in blood pressure|C0497247|Increase in blood pressure||DrugClass
000168|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Carbohydrate metabolism disorder|10061023|Carbohydrate metabolism disorder|10061023|carbohydrate metabolic effects|C0149670|Disorder of carbohydrate metabolism||
000169|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Cerebrovascular accident|10008190|Stroke|10042244|stroke|C0038454|Cerebrovascular accident||DrugClass
000170|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Cerebrovascular disorder|10008196|Cerebrovascular disorder|10008196|cerebrovascular events|C0007820|Cerebrovascular Disorders||DrugClass
000171|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Cervical dysplasia|10008263|Cervical intraepithelial neoplasia|10056576|cervical intraepithelial neoplasia|C0206708|Cervical Intraepithelial Neoplasia||DrugClass
000172|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Cervix carcinoma|10008342|Cervical cancer|10008229|cervical cancer|C0302592|Cervix carcinoma||DrugClass
000173|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Chloasma|10008570|Chloasma|10008570|chloasma|C0025218|Chloasma||
000174|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Cholestasis|10008635|Cholestasis|10008635|cholestasis|C0008370|Cholestasis||DrugClass
000175|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Death|10011906|Death|10011906|death|C1306577|Death (finding)||
000176|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Embolism venous|10014522|Venous thromboembolism|10066899|vte|C1861172|Venous Thromboembolism||
000177|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Embolism|10061169|Thromboembolism|10043566|thromboembolic disease|C0040038|Thromboembolism||DrugClass
000178|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Gallbladder disorder|10017626|Gallbladder disease|10017641|gallbladder disease|C0016977|Gall Bladder Diseases||DrugClass
000179|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Glucose tolerance decreased|10018428|Glucose tolerance decreased|10018428|decrease glucose tolerance|C0151671|Glucose tolerance decreased||DrugClass
000180|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Haemorrhagic stroke|10019016|Hemorrhagic stroke|10048863|hemorrhagic strokes|C0553692|Brain hemorrhage||DrugClass
000181|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Headache|10019211|Headache recurrent|10066618|headaches recurrent|C0239888|Headache recurrent||
000182|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
000183|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Hepatic adenoma|10019629|Hepatic adenoma|10019629|rupture of hepatic adenomas|C0206669|Hepatocellular Adenoma|duplicate|
000184|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Hepatic cancer|10073069|Liver, cancer of|10024720|liver cancers|C0345904|Malignant neoplasm of liver||DrugClass
000185|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Hepatic rupture|10019707|Hepatic rupture|10019707|rupture of hepatic adenomas|C0341444|Rupture of liver|duplicate|
000186|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Hepatocellular carcinoma|10073071|Hepatocellular carcinoma|10073071|hepatocellular carcinoma|C2239176|Liver carcinoma||DrugClass
000187|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Hypertension|10020772|Blood pressure high|10005747|high blood pressure|C0020538|Hypertensive disease||
000188|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Hypertension|10020772|Hypertension|10020772|hypertension|C0020538|Hypertensive disease||
000189|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Intra-abdominal haemorrhage|10061249|Intra-abdominal hemorrhage|10055291|intra-abdominal hemorrhage|C0236178|Intraabdominal hemorrhage||
000190|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Lipids abnormal|10024588|Lipids abnormal|10024588|adverse lipid changes|C0549634|Lipids abnormal||DrugClass
000191|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Liver disorder|10024670|Hepatic disease|10019650|liver disease|C0023895|Liver diseases||
000192|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Metrorrhagia|10027514|Bleeding breakthrough|10005105|breakthrough bleeding|C3495440|Break-through bleeding (finding)||DrugClass
000193|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Metrorrhagia|10027514|Metrorrhagia|10027514|intracyclic bleeding|C0025874|Metrorrhagia||
000194|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Migraine|10027599|Migraine|10027599|migraine|C0149931|Migraine Disorders||DrugClass
000195|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Myocardial infarction|10028596|Myocardial infarction|10028596|myocardial infarctions|C0027051|Myocardial Infarction||DrugClass
000196|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Oligomenorrhoea|10030295|Oligomenorrhea|10030294|oligomenorrhea|C0028949|Oligomenorrhea||
000197|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Pancreatitis|10033645|Pancreatitis|10033645|pancreatitis|C0030305|Pancreatitis||DrugClass
000198|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Thrombosis|10043607|Thrombosis|10043607|vascular risks thrombotic|C0040053|Thrombosis||
000199|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Thrombotic stroke|10043647|Thrombotic stroke|10043647|thrombotic strokes|C0242129|Thrombotic stroke||DrugClass
000200|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Thyroxin binding globulin increased|10051420|Thyroxin binding globulin increased|10051420|thyroid-binding globulin increase|C0241400|Thyroxin binding globulin increased||DrugClass
000201|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Uterine haemorrhage|10046788|Uterine bleeding|10046765|uterine bleeding|C0042134|Uterine hemorrhage||
000202|02c91fba-9c47-43ef-ac78-e82369798834|Natazia|43685-7|WARNINGS AND PRECAUTIONS|Vaginal haemorrhage|10046910|Spotting vaginal|10048821|spotting|C0025874|Metrorrhagia||DrugClass
000203|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|ACTH stimulation test abnormal|10065675|ACTH stimulation test abnormal|10065675|abnormal 250 micrograms acth stimulation tests|C1696684|ACTH stimulation test abnormal||
000204|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Abdominal discomfort|10000059|Abdominal discomfort|10000059|abdominal discomfort|C0232487|Abdominal discomfort||
000205|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Abdominal pain|10000081|Abdominal pain|10000081|abdominal pain|C0000737|Abdominal Pain||
000206|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Abnormal dreams|10000125|Abnormal dreams|10000125|abnormal dreams|C0234458|Dream disorder||
000207|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Adrenal insufficiency|10001367|Adrenal insufficiency|10001367|adrenal insufficiency|C0001623|Adrenal gland hypofunction||
000208|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|ALT increased|10001845|increased alt|C0151905|Alanine aminotransferase increased||
000209|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Anxiety|10002855|Anxiety|10002855|anxiety|C0003467|Anxiety||
000210|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Aspartate aminotransferase increased|10003481|AST increased|10003544|increased ast|C0151904|Aspartate aminotransferase increased||
000211|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood bilirubin increased|10005364|Bilirubin total increased|10056806|increased total bilirubin|C0741494|Elevated total bilirubin||
000212|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood cholesterol abnormal|10005423|Cholesterol total abnormal NOS|10008669|changes in total cholesterol|C0860919|Cholesterol total abnormal NOS||
000213|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood cholesterol increased|10005425|Cholesterol total increased|10008671|increased total cholesterol fasted|C1522133|Hypercholesterolemia result||
000214|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood cortisol abnormal|10005456|Cortisol abnormal|10011196|change in basal cortisol|C0860768|Abnormal cortisol||
000215|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood cortisol increased|10005458|Cortisol increased|10011207|basal cortisol increase|C0541847|Hydrocortisone increased||
000216|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood creatinine increased|10005483|Creatinine increased|10011368|increased creatinine|C0151578|Creatinine increased||
000217|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood creatinine increased|10005483|Serum creatinine increased|10040233|serum creatinine increases|C0700225|Serum creatinine raised||
000218|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood triglycerides abnormal|10005837|Triglycerides abnormal|10044661|changes triglycerides|C0860922|Triglycerides abnormal NOS||
000219|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Blood triglycerides increased|10005839|Triglycerides high|10052373|increased triglycerides fasted|C1522137|Hypertriglyceridemia result||
000220|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Cholecystitis|10008612|Cholecystitis|10008612|cholecystitis|C0008325|Cholecystitis||
000221|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Cholelithiasis|10008629|Cholelithiasis|10008629|cholelithiasis|C0008350|Cholelithiasis||
000222|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Decreased appetite|10061428|Decreased appetite|10061428|decreased appetite|C0232462|Decrease in appetite||
000223|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Depression|10012378|Depression|10012378|depression|C0011570|Mental Depression||
000224|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Depression|10012378|Depressive disorder|10012399|depressive disorders|C0011581|Depressive disorder||
000225|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
000226|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Dizziness|10013573|Dizziness|10013573|dizziness|C0012833|Dizziness||
000227|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Drug reaction with eosinophilia and systemic symptoms|10073508|DRESS syndrome|10058899|dress|C3541994|Drug Hypersensitivity Syndrome||
000228|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Drug reaction with eosinophilia and systemic symptoms|10073508|Drug reaction with eosinophilia and systemic symptoms|10073508|drug reaction with eosinophilia and systemic symptoms|C3541994|Drug Hypersensitivity Syndrome||
000229|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Fatigue|10016256|Fatigue|10016256|fatigue|C0015672|Fatigue||
000230|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Glomerulonephritis membranous|10018372|Glomerulonephritis membranous|10018372|glomerulonephritis membranous|C0017665|Membranous glomerulonephritis||
000231|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
000232|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Hepatic enzyme increased|10060795|Hepatic enzyme increased|10060795|hepatic enzyme elevation|C0235996|Elevated liver enzymes||
000233|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Hepatotoxicity|10019851|Hepatotoxicity|10019851|hepatotoxicity|C0235378|Hepatotoxicity||
000234|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|High density lipoprotein abnormal|10020051|High density lipoprotein cholesterol abnormal NOS|10020053|changes hdl-cholesterol|C0853605|High density lipoprotein abnormal||
000235|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
000236|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Insomnia|10022437|Insomnia|10022437|insomnia|C0917801|Sleeplessness||
000237|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Low density lipoprotein abnormal|10024901|Low density lipoprotein cholesterol abnormal NOS|10024903|changes ldl-cholesterol|C0853611|Low density lipoprotein abnormal||
000238|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Low density lipoprotein increased|10024910|LDL cholesterol increased|10024055|increased ldl cholesterol fasted|C0549399|Low density lipoprotein increased||
000239|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Mental disorder|10061284|Mental disorder|10061284|psychiatric disorders|C0004936|Mental disorders||
000240|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Mesangioproliferative glomerulonephritis|10066453|Mesangioproliferative glomerulonephritis|10066453|glomerulonephritis mesangioproliferative|C1737225|Mesangioproliferative glomerulonephritis||
000241|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
000242|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Nephrolithiasis|10029148|Nephrolithiasis|10029148|nephrolithiasis|C0392525|Nephrolithiasis||
000243|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Nephrotic syndrome|10029164|Nephrotic syndrome|10029164|nephrotic syndrome|C0027726|Nephrotic Syndrome||
000244|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Rash|10037844|Rash|10037844|rash|C0015230|Exanthema||
000245|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Rash|10037844|Skin rash|10040913|skin rash|C0015230|Exanthema||
000246|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Skin reaction|10040914|Skin reaction|10040914|skin reactions|C0221743|Skin reaction||
000247|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Sleep disorder|10040984|Sleep disorder|10040984|sleep disorders|C0851578|Sleep Disorders||
000248|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Somnolence|10041349|Somnolence|10041349|somnolence|C2830004|Somnolence||
000249|03880372-2c68-45c6-a53a-f420c49541d6|EDURANT|34084-4|ADVERSE REACTIONS|Vomiting|10047700|Vomiting|10047700|vomiting|C0042963|Vomiting||
