	raw_drug_name	source_name	drug_UMLS_CUI	drug_ChEBI_ID	drug_cas#	predicate_raw	predicate_aggregate	predicate_string	indication_raw_string	umls_phen_cui	umls_phen_PT	drug_cas_wdid	drug_chebi_wdid	drug_cui_wdid	phen_cui_wdid
6207	amcinonide	NDFRT	C0051556	31199.0	51022-69-6	may_treat			Facial Dermatoses	C0015456	Facial Dermatoses	Q4742041	Q4742041	Q4742041	Q18555301
6209	amcinonide	NDFRT	C0051556	31199.0	51022-69-6	may_treat			Hand Dermatoses	C0018567	Hand Dermatoses	Q4742041	Q4742041	Q4742041	Q18555313
6210	amcinonide	NDFRT	C0051556	31199.0	51022-69-6	may_treat			Inflammation	C0021368	Inflammation	Q4742041	Q4742041	Q4742041	Q101991
6211	amcinonide	NDFRT	C0051556	31199.0	51022-69-6	may_treat			Leg Dermatoses	C0023219	Leg Dermatoses	Q4742041	Q4742041	Q4742041	Q18555307
6212	amcinonide	NDFRT	C0051556	31199.0	51022-69-6	may_treat			Scalp Dermatoses	C0036271	Scalp Dermatoses	Q4742041	Q4742041	Q4742041	Q18555302
6240	Amikacin	NDFRT	C0002499	2637.0	37517-28-5	may_treat			Mycobacterium Infections	C0026918	Mycobacterium Infections	Q408529	Q408529	Q408529	Q4293079
6243	Amikacin	NDFRT	C0002499	2637.0	37517-28-5	may_treat			Septicemia	C0036690	Septicemia	Q408529	Q408529	Q408529	Q183134
6252	Amiloride	NDFRT	C0002502	2639.0	2609-46-3	may_treat			Ascites	C0003962	Ascites	Q419995	Q419995	Q419995	Q193889
6253	Amiloride	NDFRT	C0002502	2639.0	2609-46-3	may_treat			Cystic Fibrosis	C0010674	Cystic Fibrosis	Q419995	Q419995	Q419995	Q178194
6254	Amiloride	NDFRT	C0002502	2639.0	2609-46-3	may_treat			Edema	C0013604	Edema	Q419995	Q419995	Q419995	Q152234
6255	Amiloride	NDFRT	C0002502	2639.0	2609-46-3	may_treat			Hypertension	C0020538	Hypertensive Disease	Q419995	Q419995	Q419995	Q41861
6256	Amiloride	NDFRT	C0002502	2639.0	2609-46-3	may_treat			Hypokalemia	C0020621	Hypokalemia	Q419995	Q419995	Q419995	Q794086
6257	Amiloride	NDFRT	C0002502	2639.0	2609-46-3	may_treat			Polyuria	C0032617	Polyuria	Q419995	Q419995	Q419995	Q1124286
6307	Amiodarone	NDFRT	C0002598	2663.0	1951-25-3	may_treat			Ventricular Fibrillation	C0042510	Ventricular Fibrillation	Q410061	Q410061	Q410061	Q848662
6329	Amitriptyline	NDFRT	C0002600	2666.0	50-48-6	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q58397	Q58397	Q58397	Q66793701
6330	Amitriptyline	NDFRT	C0002600	2666.0	50-48-6	may_treat			Pain	C0030193	Pain	Q58397	Q58397	Q58397	Q81938
6341	Amlodipine	NDFRT	C0051696	2668.0	88150-42-9	may_treat			Hypertension	C0020538	Hypertensive Disease	Q411347	Q411347	Q411347	Q41861
6347	Amobarbital	NDFRT	C0002640	2673.0	57-43-2	may_treat			Anxiety Disorders	C0003469	Anxiety Disorders	Q415850	Q415850	Q415850	Q544006
6348	Amobarbital	NDFRT	C0002640	2673.0	57-43-2	may_treat			Seizures	C0036572	Seizures	Q415850	Q415850	Q415850	Q852376
6350	Amobarbital	NDFRT	C0002640	2673.0	57-43-2	may_treat			Status Epilepticus	C0038220	Status Epilepticus	Q415850	Q415850	Q415850	Q980709
6391	Amoxapine	NDFRT	C0002644	2675.0	14028-44-5	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q58356	Q58356	Q58356	Q66793701
6395	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Actinomycosis	C0001261	Actinomycosis	Q201928	Q201928	Q201928	Q422268
6397	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Chlamydia Infections	C0008149	Chlamydia Infections	Q201928	Q201928	Q201928	Q153356
6398	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Duodenal Ulcer	C0013295	Duodenal Ulcer	Q201928	Q201928	Q201928	Q18968110
6401	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Listeria Infections	C0023860	Listeriosis	Q201928	Q201928	Q201928	Q160653
6403	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Otitis Media	C0029882	Otitis Media	Q201928	Q201928	Q201928	Q223254
6404	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Sinusitis	C0037199	Sinusitis	Q201928	Q201928	Q201928	Q183344
6407	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Streptococcal Infections	C0038395	Streptococcal Infections	Q201928	Q201928	Q201928	Q11564537
6408	Amoxicillin	NDFRT	C0002645	2676.0	26787-78-0	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q201928	Q201928	Q201928	Q55779861
6422	Amphetamine	NDFRT	C0002658	2679.0	300-62-9	may_treat			Narcolepsy	C0027404	Narcolepsy	Q179452	Q179452	Q179452	Q189561
6427	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Actinomycosis	C0001261	Actinomycosis	Q244150	Q244150	Q244150	Q422268
6429	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Dysentery, Bacillary	C1527298	Dysentery, Bacillary	Q244150	Q244150	Q244150	Q3778137
6431	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Escherichia coli Infections	C0014836	Escherichia Coli Infections	Q244150	Q244150	Q244150	Q18975220
6432	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Gonorrhea	C0018081	Gonorrhea	Q244150	Q244150	Q244150	Q101896
6435	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Listeria Infections	C0023860	Listeriosis	Q244150	Q244150	Q244150	Q160653
6436	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Meningitis, Bacterial	C0085437	Meningitis, Bacterial	Q244150	Q244150	Q244150	Q3678510
6437	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Meningococcal Infections	C0025303	Meningococcal Infections	Q244150	Q244150	Q244150	Q890785
6444	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q244150	Q244150	Q244150	Q34879
6446	Ampicillin	NDFRT	C0002680	28971.0	69-53-4	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q244150	Q244150	Q244150	Q55779861
6485	anagrelide	NDFRT	C0051809	142290.0	68475-42-3	may_treat			Polycythemia Vera	C0032463	Polycythemia Vera	Q408163	Q408163	Q408163	Q948318
6526	Androstenedione	NDFRT	C0002860	16422.0	63-05-8	may_prevent&treat			Muscle Weakness	C0151786	Muscle Weakness	Q411064	Q411064	Q411064	Q270421
6551	Anisindione	DrugBank	C0051919	133809.0	117-37-3	treatment		9	For the prophylaxis and treatment of venous thrombosis and its extension, the treatment of atrial fibrillation with embolization, the prophylaxis and treatment of pulmonary embolism, and as an adjunct in the treatment of coronary occlusion.	C0004238	Atrial Fibrillation	Q3617574	Q3617574	Q3617574	Q815819
6556	anisindione	NDFRT	C0051919	133809.0	117-37-3	may_treat			Atrial Fibrillation	C0004238	Atrial Fibrillation	Q3617574	Q3617574	Q3617574	Q815819
6558	anisindione	NDFRT	C0051919	133809.0	117-37-3	may_treat			Myocardial Infarction	C0027051	Myocardial Infarction	Q3617574	Q3617574	Q3617574	Q12152
6559	anisindione	NDFRT	C0051919	133809.0	117-37-3	may_prevent&treat			Pulmonary Embolism	C0034065	Pulmonary Embolism	Q3617574	Q3617574	Q3617574	Q220570
6560	anisindione	NDFRT	C0051919	133809.0	117-37-3	may_prevent&treat			Thromboembolism	C0040038	Thromboembolism	Q3617574	Q3617574	Q3617574	Q55286710
6610	Anthralin	NDFRT	C0003166	37510.0	1143-38-0	may_treat			Psoriasis	C0033860	Psoriasis	Q419397	Q419397	Q419397	Q179945
6620	Antipyrine	NDFRT	C0003420	31225.0	60-80-0	may_treat			Otitis Media	C0029882	Otitis Media	Q415578	Q415578	Q415578	Q223254
6621	Antipyrine	NDFRT	C0003420	31225.0	60-80-0	may_treat			Pain	C0030193	Pain	Q415578	Q415578	Q415578	Q81938
6656	apraclonidine	NDFRT	C0048038	2788.0	66711-21-5	may_prevent&treat			Ocular Hypertension	C0028840	Ocular Hypertension	Q4781812	Q4781812	Q4781812	Q9294051
6657	apremilast	USAN_TC	C1678805	78540.0	608141-41-9	treatment			treatment of chronic inflammatory conditions including psoriasis, arthritis, asthma and cutaneous lupus erythematosus (CLE)	C0003864	Arthritis	Q2858961	Q2858961	Q2858961	Q170990
6658	apremilast	USAN_TC	C1678805	78540.0	608141-41-9	treatment			treatment of chronic inflammatory conditions including psoriasis, arthritis, asthma and cutaneous lupus erythematosus (CLE)	C0004096	Asthma	Q2858961	Q2858961	Q2858961	Q35869
6659	apremilast	USAN_TC	C1678805	78540.0	608141-41-9	treatment			treatment of chronic inflammatory conditions including psoriasis, arthritis, asthma and cutaneous lupus erythematosus (CLE)	C0033860	Psoriasis	Q2858961	Q2858961	Q2858961	Q179945
6738	aripiprazole	NDFRT	C0299792	31236.0	129722-12-9	may_treat			Schizophrenia	C0036341	Schizophrenia	Q411188	Q411188	Q411188	Q41112
6826	Aspirin	NDFRT	C0004057	15365.0	50-78-2	may_treat			Arthritis, Rheumatoid	C0003873	Rheumatoid Arthritis	Q18216	Q18216	Q18216	Q187255
6828	Aspirin	NDFRT	C0004057	15365.0	50-78-2	may_treat			Fever	C0015967	Fever	Q18216	Q18216	Q18216	Q38933
6830	Aspirin	NDFRT	C0004057	15365.0	50-78-2	may_treat			Inflammation	C0021368	Inflammation	Q18216	Q18216	Q18216	Q101991
6834	Aspirin	NDFRT	C0004057	15365.0	50-78-2	may_prevent&treat			Pain	C0030193	Pain	Q18216	Q18216	Q18216	Q81938
6836	Aspirin	NDFRT	C0004057	15365.0	50-78-2	may_treat			Rheumatic Fever	C0035436	Rheumatic Fever	Q18216	Q18216	Q18216	Q753904
6846	Astemizole	NDFRT	C0085170	2896.0	68844-77-9	may_treat			Conjunctivitis, Allergic	C0009766	Allergic Conjunctivitis	Q423437	Q423437	Q423437	Q471521
6847	Astemizole	NDFRT	C0085170	2896.0	68844-77-9	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q423437	Q423437	Q423437	Q55136018
6881	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Angina Pectoris	C0002962	Angina Pectoris	Q411325	Q411325	Q411325	Q180762
6882	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Atrial Fibrillation	C0004238	Atrial Fibrillation	Q411325	Q411325	Q411325	Q815819
6883	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Atrial Flutter	C0004239	Atrial Flutter	Q411325	Q411325	Q411325	Q1506572
6885	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Hypertension	C0020538	Hypertensive Disease	Q411325	Q411325	Q411325	Q41861
6886	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Myocardial Infarction	C0027051	Myocardial Infarction	Q411325	Q411325	Q411325	Q12152
6888	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Tachycardia, Ventricular	C0042514	Tachycardia, Ventricular	Q411325	Q411325	Q411325	Q56002
6889	Atenolol	NDFRT	C0004147	2904.0	29122-68-7	may_treat			Ventricular Fibrillation	C0042510	Ventricular Fibrillation	Q411325	Q411325	Q411325	Q848662
6923	atorvastatin	NDFRT	C0286651	39548.0	134523-00-5	may_treat			Hypercholesterolemia	C0020443	Hypercholesterolemia	Q668093	Q668093	Q668093	Q762713
6975	Auranofin	NDFRT	C0004320	2922.0	34031-32-8	may_treat			Arthritis, Psoriatic	C0003872	Arthritis, Psoriatic	Q421230	Q421230	Q421230	Q511097
6976	Auranofin	NDFRT	C0004320	2922.0	34031-32-8	may_treat			Arthritis, Rheumatoid	C0003873	Rheumatoid Arthritis	Q421230	Q421230	Q421230	Q187255
6977	Auranofin	NDFRT	C0004320	2922.0	34031-32-8	may_treat			Pemphigus	C0030807	Pemphigus	Q421230	Q421230	Q421230	Q1483214
6983	Aurothioglucose	NDFRT	C0018033	2930.0	12192-57-3	may_treat			Arthritis, Psoriatic	C0003872	Arthritis, Psoriatic	Q4072449	Q4072449	Q4072449	Q511097
6984	Aurothioglucose	NDFRT	C0018033	2930.0	12192-57-3	may_treat			Pemphigus	C0030807	Pemphigus	Q4072449	Q4072449	Q4072449	Q1483214
7050	azatadine	NDFRT	C0052759	2946.0	3964-81-6	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q599160	Q599160	Q599160	Q55136018
7060	Azathioprine	NDFRT	C0004482	2948.0	446-86-6	may_treat			Arthritis, Rheumatoid	C0003873	Rheumatoid Arthritis	Q18939	Q18939	Q18939	Q187255
7061	Azathioprine	NDFRT	C0004482	2948.0	446-86-6	may_treat			Colitis, Ulcerative	C0009324	Ulcerative Colitis	Q18939	Q18939	Q18939	Q1477
7064	Azathioprine	NDFRT	C0004482	2948.0	446-86-6	may_treat			Lupus Erythematosus, Systemic	C0024141	Lupus Erythematosus, Systemic	Q18939	Q18939	Q18939	Q1485
7065	Azathioprine	NDFRT	C0004482	2948.0	446-86-6	may_treat			Multiple Sclerosis	C0026769	Multiple Sclerosis	Q18939	Q18939	Q18939	Q8277
7085	azelastine	NDFRT	C0052762	2950.0	58581-89-8	may_treat			Conjunctivitis, Allergic	C0009766	Allergic Conjunctivitis	Q419820	Q419820	Q419820	Q471521
7086	azelastine	NDFRT	C0052762	2950.0	58581-89-8	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q419820	Q419820	Q419820	Q55136018
7087	azelastine	NDFRT	C0052762	2950.0	58581-89-8	may_treat			Rhinitis, Vasomotor	C0035460	Rhinitis, Vasomotor	Q419820	Q419820	Q419820	Q2403156
7096	azilsartan	USAN_TC	C1958569	68850.0	147403-03-0	treatment			treatment of hypertension	C0020538	Hypertensive Disease	Q27074832	Q27074832	Q27074832	Q41861
7129	Aztreonam	NDFRT	C0004521	161680.0	78110-38-0	may_treat			Septicemia	C0036690	Septicemia	Q418546	Q418546	Q418546	Q183134
7130	Aztreonam	NDFRT	C0004521	161680.0	78110-38-0	may_treat			Skin Diseases, Infectious	C0037278	Skin Diseases, Infectious	Q418546	Q418546	Q418546	Q2458539
7131	Aztreonam	NDFRT	C0004521	161680.0	78110-38-0	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q418546	Q418546	Q418546	Q55779861
7136	bacampicillin	NDFRT	C0052865	2968.0	50972-17-3	may_treat			Escherichia coli Infections	C0014836	Escherichia Coli Infections	Q2878140	Q2878140	Q2878140	Q18975220
7137	bacampicillin	NDFRT	C0052865	2968.0	50972-17-3	may_treat			Gonorrhea	C0018081	Gonorrhea	Q2878140	Q2878140	Q2878140	Q101896
7139	bacampicillin	NDFRT	C0052865	2968.0	50972-17-3	may_treat			Listeria Infections	C0023860	Listeriosis	Q2878140	Q2878140	Q2878140	Q160653
7141	bacampicillin	NDFRT	C0052865	2968.0	50972-17-3	may_treat			Streptococcal Infections	C0038395	Streptococcal Infections	Q2878140	Q2878140	Q2878140	Q11564537
7142	bacampicillin	NDFRT	C0052865	2968.0	50972-17-3	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q2878140	Q2878140	Q2878140	Q55779861
7158	Baclofen	NDFRT	C0004609	2972.0	1134-47-0	may_treat			Cerebral Palsy	C0007789	Cerebral Palsy	Q413717	Q413717	Q413717	Q210427
7160	Baclofen	NDFRT	C0004609	2972.0	1134-47-0	may_treat			Huntington Disease	C0020179	Huntington Disease	Q413717	Q413717	Q413717	Q190564
7161	Baclofen	NDFRT	C0004609	2972.0	1134-47-0	may_treat			Multiple Sclerosis	C0026769	Multiple Sclerosis	Q413717	Q413717	Q413717	Q8277
7162	Baclofen	NDFRT	C0004609	2972.0	1134-47-0	may_treat			Muscle Spasticity	C0026838	Muscle Spasticity	Q413717	Q413717	Q413717	Q117060
7168	Baclofen	NDFRT	C0004609	2972.0	1134-47-0	may_treat			Spondylolysis	C0038018	Spondylolysis	Q413717	Q413717	Q413717	Q2000072
7169	Baclofen	NDFRT	C0004609	2972.0	1134-47-0	may_treat			Trigeminal Neuralgia	C0040997	Trigeminal Neuralgia	Q413717	Q413717	Q413717	Q1132120
7188	balsalazide	NDFRT	C0052940	267413.0	80573-04-2	may_treat			Colitis, Ulcerative	C0009324	Ulcerative Colitis	Q347337	Q347337	Q347337	Q1477
7278	benazepril	NDFRT	C0053091	3011.0	86541-75-5	may_prevent&treat			Diabetic Nephropathies	C0011881	Diabetic Nephropathy	Q592802	Q592802	Q592802	Q1129105
7280	benazepril	NDFRT	C0053091	3011.0	86541-75-5	may_treat			Hypertension	C0020538	Hypertensive Disease	Q592802	Q592802	Q592802	Q41861
7307	Bendroflumethiazide	NDFRT	C0004975	3013.0	73-48-3	may_treat			Edema	C0013604	Edema	Q1169164	Q1169164	Q1169164	Q152234
7309	Bendroflumethiazide	NDFRT	C0004975	3013.0	73-48-3	may_treat			Hypertension	C0020538	Hypertensive Disease	Q1169164	Q1169164	Q1169164	Q41861
7310	Bendroflumethiazide	NDFRT	C0004975	3013.0	73-48-3	may_treat			Nephrotic Syndrome	C0027726	Nephrotic Syndrome	Q1169164	Q1169164	Q1169164	Q504790
7398	Benzocaine	NDFRT	C0005059	116735.0	94-09-7	may_treat			Earache	C0013456	Earache	Q422745	Q422745	Q422745	Q1596398
7400	Benzocaine	NDFRT	C0005059	116735.0	94-09-7	may_treat			Hemorrhoids	C0019112	Hemorrhoids	Q422745	Q422745	Q422745	Q41478
7402	Benzocaine	NDFRT	C0005059	116735.0	94-09-7	may_treat			Oral Ulcer	C0149745	Oral Ulcer	Q422745	Q422745	Q422745	Q3245680
7404	Benzocaine	NDFRT	C0005059	116735.0	94-09-7	may_treat			Otitis Media	C0029882	Otitis Media	Q422745	Q422745	Q422745	Q223254
7406	Benzocaine	NDFRT	C0005059	116735.0	94-09-7	may_treat			Pruritus	C0033774	Pruritus	Q422745	Q422745	Q422745	Q199602
7448	benzquinamide	NDFRT	C0053284	27662.0	63-12-7	may_prevent&treat			Nausea	C0027497	Nausea	Q4890814	Q4890814	Q4890814	Q186889
7449	benzquinamide	NDFRT	C0053284	27662.0	63-12-7	may_prevent&treat			Vomiting	C0042963	Vomiting	Q4890814	Q4890814	Q4890814	Q127076
7451	BENZTHIAZIDE	NDFRT	C0053245	3047.0	91-33-8	may_treat			Edema	C0013604	Edema	Q2889971	Q2889971	Q2889971	Q152234
7453	BENZTHIAZIDE	NDFRT	C0053245	3047.0	91-33-8	may_treat			Hypertension	C0020538	Hypertensive Disease	Q2889971	Q2889971	Q2889971	Q41861
7454	BENZTHIAZIDE	NDFRT	C0053245	3047.0	91-33-8	may_treat			Nephrotic Syndrome	C0027726	Nephrotic Syndrome	Q2889971	Q2889971	Q2889971	Q504790
7475	Bepridil	NDFRT	C0005116	3061.0	64706-54-3	may_treat			Angina Pectoris	C0002962	Angina Pectoris	Q4890934	Q4890934	Q4890934	Q180762
7476	Bepridil	NDFRT	C0005116	3061.0	64706-54-3	may_treat			Hypertension	C0020538	Hypertensive Disease	Q4890934	Q4890934	Q4890934	Q41861
7500	Betaine	NDFRT	C0005304	17750.0	107-43-7	may_treat			Homocystinuria	C0019880	Homocystinuria	Q10860583	Q10860583	Q10860583	Q994859
7505	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Dermatitis, Atopic	C0011615	Dermatitis, Atopic	Q416132	Q416132	Q416132	Q268667
7506	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Dermatitis, Seborrheic	C0036508	Seborrheic Dermatitis	Q416132	Q416132	Q416132	Q448310
7507	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Facial Dermatoses	C0015456	Facial Dermatoses	Q416132	Q416132	Q416132	Q18555301
7509	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Hand Dermatoses	C0018567	Hand Dermatoses	Q416132	Q416132	Q416132	Q18555313
7510	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Inflammation	C0021368	Inflammation	Q416132	Q416132	Q416132	Q101991
7511	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Leg Dermatoses	C0023219	Leg Dermatoses	Q416132	Q416132	Q416132	Q18555307
7513	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Psoriasis	C0033860	Psoriasis	Q416132	Q416132	Q416132	Q179945
7514	Betamethasone	NDFRT	C0005308	3077.0	378-44-9	may_treat			Scalp Dermatoses	C0036271	Scalp Dermatoses	Q416132	Q416132	Q416132	Q18555302
7523	Betaxolol	NDFRT	C0005320	3082.0	63659-18-7	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q794162	Q794162	Q794162	Q3108586
7524	Betaxolol	NDFRT	C0005320	3082.0	63659-18-7	may_treat			Hypertension	C0020538	Hypertensive Disease	Q794162	Q794162	Q794162	Q41861
7533	Bethanechol	NDFRT	C0053526	3084.0	674-38-4	may_treat			Gastroesophageal Reflux	C0017168	Gastroesophageal Reflux Disease	Q419059	Q419059	Q419059	Q223591
7534	Bethanechol	NDFRT	C0053526	3084.0	674-38-4	may_treat			Urinary Retention	C0080274	Urinary Retention	Q419059	Q419059	Q419059	Q1366695
7559	bexarotene	NDFRT	C0765273	50859.0	153559-49-0	may_treat			Lymphoma, T-Cell, Cutaneous	C0079773	Lymphoma, T-Cell, Cutaneous	Q418192	Q418192	Q418192	Q5196687
7613	bimatoprost	NDFRT	C0937917	51230.0	155206-00-1	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q2393348	Q2393348	Q2393348	Q3108586
7622	Biotin	NDFRT	C0005575	15956.0	58-85-5	may_treat			Vitamin B Deficiency	C0042850	Vitamin B Deficiency	Q181354	Q181354	Q181354	Q19001111
7633	Biperiden	NDFRT	C0005578	3112.0	514-65-8	may_treat			Parkinson Disease	C0030567	Parkinson Disease	Q414914	Q414914	Q414914	Q11085
7643	Bismuth	NDFRT	C0005642	33301.0	7440-69-9	may_treat			Dysentery, Bacillary	C1527298	Dysentery, Bacillary	Q942	Q942	Q942	Q3778137
7644	Bismuth	NDFRT	C0005642	33301.0	7440-69-9	may_treat			Escherichia coli Infections	C0014836	Escherichia Coli Infections	Q942	Q942	Q942	Q18975220
7658	Bisoprolol	NDFRT	C0053799	3127.0	66722-44-9	may_treat			Angina Pectoris	C0002962	Angina Pectoris	Q412515	Q412515	Q412515	Q180762
7660	Bisoprolol	NDFRT	C0053799	3127.0	66722-44-9	may_treat			Hypertension	C0020538	Hypertensive Disease	Q412515	Q412515	Q412515	Q41861
7661	Bisoprolol	NDFRT	C0053799	3127.0	66722-44-9	may_treat			Myocardial Infarction	C0027051	Myocardial Infarction	Q412515	Q412515	Q412515	Q12152
7677	bitolterol	NDFRT	C0053817	3133.0	30392-40-6	may_prevent&treat			Asthma	C0004096	Asthma	Q4918914	Q4918914	Q4918914	Q35869
7705	boceprevir	USAN_TC	C1738934	68621.0	394730-60-0	treatment			treatment of hepatitis C infection	C0019196	Hepatitis C	Q410551	Q410551	Q410551	Q154869
7722	bortezomib	NDFRT	C1176309	52717.0	179324-69-7	may_treat			Multiple Myeloma	C0026764	Multiple Myeloma	Q419319	Q419319	Q419319	Q467635
7751	Bretylium	DrugBank	C0054040	3172.0	59-41-6	treatment		16	For use in the prophylaxis and therapy of ventricular fibrillation, Also used in the treatment of life-threatening ventricular arrhythmias, such as ventricular tachycardia, that have failed to respond to adequate doses of a first-line antiarrhythmic agent, such as lidocaine.	C0042514	Tachycardia, Ventricular	Q420026	Q420026	Q420026	Q56002
7754	bretylium	NDFRT	C0054040	3172.0	59-41-6	may_treat			Tachycardia, Ventricular	C0042514	Tachycardia, Ventricular	Q420026	Q420026	Q420026	Q56002
7755	bretylium	NDFRT	C0054040	3172.0	59-41-6	may_treat			Ventricular Fibrillation	C0042510	Ventricular Fibrillation	Q420026	Q420026	Q420026	Q848662
7764	brimonidine	NDFRT	C0525227	3175.0	59803-98-4	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q577377	Q577377	Q577377	Q3108586
7770	brinzolamide	NDFRT	C0673966	3176.0	138890-62-7	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q411517	Q411517	Q411517	Q3108586
7794	bromfenac	NDFRT	C0054094	240107.0	91714-94-2	may_treat			Pain, Postoperative	C0030201	Pain, Postoperative	Q2487682	Q2487682	Q2487682	Q2913956
7810	Bromocriptine	DrugBank	C0006230	3181.0	25614-03-3	treatment		191	For the treatment of galactorrhea due to hyperprolactinemia, prolactin-dependent menstrual disorders and infertility, prolactin-secreting adenomas, prolactin-dependent male hypogonadism, as adjunct therapy to surgery or radiotherapy for acromegaly or as monotherapy is special cases, as monotherapy in early Parksinsonian Syndrome or as an adjunct with levodopa in advanced cases with motor complications, Bromocriptine has also been used off-label to treat restless legs syndrome and neuroleptic malignant syndrome.	C0020514	Hyperprolactinemia	Q413581	Q413581	Q413581	Q1433936
