,application_number,brand_name,generic_name,is_original_packager,manufacturer_name,nui,original_packager_product_ndc,package_ndc,pharm_class_cs,pharm_class_epc,pharm_class_moa,pharm_class_pe,product_ndc,product_type,route,rxcui,rxcui_brandname,rxcui_ingredient,spl_id,spl_set_id,substance_name,unii,upc
5665,NDA021254,ADVAIR HFA,FLUTICASONE PROPIONATE AND SALMETEROL XINAFOATE,[True],GLAXOSMITHKLINE LLC,[],[],"['0173-0716-61', '0173-0717-22', '0173-0716-20', '0173-0717-20', '0173-0716-22', '0173-0715-61', '0173-0717-61', '0173-0715-20', '0173-0715-22']",[],[],[],[],"['0173-0715', '0173-0717', '0173-0716']",HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['896244', '896236', '896267', '896239', '896272', '896273', '896271', '896245', '896231', '896243', '896237', '896235']",301543,284635,A30CF43F-52D4-4F4F-A325-ECA8E7FC1425,DFACA6F9-3277-47B2-319D-1377917CB54C,"['SALMETEROL XINAFOATE', 'FLUTICASONE PROPIONATE']","['O2GMZ0LF5W', '6EW8Q962A5']",[]
5308,NDA021249,ADVICOR,NIACIN AND LOVASTATIN,[True],ABBVIE INC.,"['N0000175589', 'N0000000121', 'N0000175594', 'N0000007641']",[],"['0074-3005-90', '0074-3007-90', '0074-3010-90', '0074-3072-90']",['Nicotinic Acids [Chemical/Ingredient]'],"['Nicotinic Acid [EPC]', 'HMG-CoA Reductase Inhibitor [EPC]']",['Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]'],[],"['0074-3072', '0074-3007', '0074-3010', '0074-3005']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['791846', '582043', '582042', '582041', '791842', '644112', '791834', '791838']",327008,352387,6F5954D6-78FE-DFAE-5E2F-E8B8B510B887,FBE83466-AAEA-49AB-9F00-4FF6E0930C44,"['NIACIN', 'LOVASTATIN']","['2679MF687A', '9LHU78OQFD']",['0300743005905']
5214,NDA204325,ADZENYS ER,AMPHETAMINE,[True],"NEOS THERAPEUTICS, LP","['N0000175739', 'N0000175729']",[],['70165-003-15'],[],['Central Nervous System Stimulant [EPC]'],[],['Central Nervous System Stimulation [PE]'],['70165-003'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1945840', '1945844']",1739804,725,4DF2EEBC-45BF-49A3-AE42-56B4C77905E5,EB1CC8D0-4231-41EA-8535-4FD872129713,['AMPHETAMINE'],['CK833KGX7E'],[]
3336,NDA204326,ADZENYS XR-ODT,AMPHETAMINE,[True],"NEOS THERAPEUTICS, LP","['N0000175739', 'N0000175729']",[],"['70165-005-30', '70165-020-30', '70165-030-30', '70165-025-30', '70165-015-30', '70165-010-30']",[],['Central Nervous System Stimulant [EPC]'],[],['Central Nervous System Stimulation [PE]'],"['70165-015', '70165-010', '70165-005', '70165-025', '70165-020', '70165-030']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1739839', '1739837', '1739803', '1739813', '1739815', '1739833', '1739825', '1739819', '1739809', '1739831', '1739821', '1739827']",1739804,725,5EF6AE53-6504-44B5-864C-3DD20EDF60F1,C1179269-00B5-48EA-972D-31E614E99B7E,['AMPHETAMINE'],['CK833KGX7E'],[]
3486,NDA021247,AEROSPAN,FLUNISOLIDE,[True],MEDA PHARMACEUTICALS,[],[],"['0037-7590-63', '0037-7590-12', '0037-7590-06']",[],[],[],[],['0037-7590'],HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['1245275', '1245276', '1245277', '1245270']",1245271,25120,DCA0C003-ADB0-44CC-855E-6E2CA319426F,AC3900D0-483D-11E5-B970-0800200C9A66,['FLUNISOLIDE'],['QK4DYS664X'],[]
5548,NDA022334,AFINITOR,EVEROLIMUS,[True],NOVARTIS PHARMACEUTICALS CORPORATION,"['N0000182141', 'N0000175076', 'N0000175624', 'N0000175625', 'N0000175605', 'N0000175550', 'N0000182137', 'N0000185503']",[],"['0078-0628-61', '0078-0594-51', '0078-0567-51', '0078-0594-61', '0078-0566-61', '0078-0620-61', '0078-0628-51', '0078-0566-51', '0078-0626-51', '0078-0620-51', '0078-0626-61', '0078-0627-51', '0078-0567-61', '0078-0627-61']",[],"['mTOR Inhibitor Immunosuppressant [EPC]', 'Kinase Inhibitor [EPC]']","['Cytochrome P450 2D6 Inhibitors [MoA]', 'P-Glycoprotein Inhibitors [MoA]', 'Cytochrome P450 3A4 Inhibitors [MoA]', 'mTOR Inhibitors [MoA]', 'Protein Kinase Inhibitors [MoA]']",['Decreased Immunologic Activity [PE]'],"['0078-0594', '0078-0566', '0078-0567', '0078-0628', '0078-0620', '0078-0627', '0078-0626']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['998189', '1119402', '845518', '845515', '845507', '845512', '1119400', '998191', '1308432', '1308430', '1310138', '1310147', '1310144', '1308428']",845509,141704,66914328-2EC0-49C4-800B-51A9DDBCC386,2150F73A-179B-4AFC-B8CE-67C85CC72F04,['EVEROLIMUS'],['9HW64Q8G6G'],[]
3382,NDA022472,AFREZZA,INSULIN HUMAN,[True],MANNKIND CORPORATION,"['N0000004931', 'N0000175944']",[],"['47918-874-90', '47918-884-63', '47918-902-18', '47918-882-36', '47918-894-63', '47918-880-18', '47918-878-90', '47918-891-90']",['Insulin [Chemical/Ingredient]'],['Insulin [EPC]'],[],[],"['47918-878', '47918-884', '47918-894', '47918-880', '47918-902', '47918-882', '47918-891', '47918-874']",HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['1544488', '1656706', '1544490', '1798388', '1654912', '1654910', '1798387', '1544571', '1544570', '1862101', '1862102', '1656705', '1544568', '1544569', '1543207', '1543202']",1543203,253182,67688EF7-19B8-435E-AF8D-19A8F2EE5DB8,29F4637B-E204-425B-B89C-7238008D8C10,['INSULIN HUMAN'],['1Y17CTI5SR'],[]
5154,NDA020912,AGGRASTAT,TIROFIBAN,[True],MEDICURE INTERNATIONAL INC,[],[],"['25208-002-03', '25208-002-02', '25208-001-04']",[],[],[],[],"['25208-001', '25208-002']",HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1737468', '1737466', '1737471', '1737472', '1813037', '1813035']",187024,73137,72519BFF-80D2-4090-B123-D94DF56B1512,FE0CED75-CCBF-4D2E-BD0D-B57E60AB913F,['TIROFIBAN HYDROCHLORIDE'],['6H925F8O5J'],['0325208001049']
1379,NDA020884,AGGRENOX,ASPIRIN AND DIPYRIDAMOLE,[],REBEL DISTRIBUTORS CORP.,"['N0000008832', 'N0000008836', 'N0000175721', 'N0000000160', 'N0000175578', 'N0000175722']",['00597-001'],['21695-656-60'],['Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]'],"['Nonsteroidal Anti-inflammatory Drug [EPC]', 'Platelet Aggregation Inhibitor [EPC]']",['Cyclooxygenase Inhibitors [MoA]'],"['Decreased Prostaglandin Production [PE]', 'Decreased Platelet Aggregation [PE]']",['21695-656'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1362082', '259081']",226718,226716,6473563D-B4DF-4434-A74E-F8FA3CB9994F,6473563D-B4DF-4434-A74E-F8FA3CB9994F,"['DIPYRIDAMOLE', 'ASPIRIN']","['R16CO5Y76E', '64ALC7F90C']",[]
4820,NDA020333,AGRYLIN,ANAGRELIDE HYDROCHLORIDE,[True],SHIRE US MANUFACTURING INC.,[],[],['54092-063-01'],[],[],[],[],['54092-063'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['597857', '597850']",215060,596724,C90F52F9-6488-41DE-AD2C-9879C0D4EF25,CB960074-99C1-4A73-941F-F0644A7EC219,['ANAGRELIDE HYDROCHLORIDE'],['VNS4435G39'],['0354092063017']
4625,NDA208799,AIRDUO RESPICLICK,FLUTICASONE PROPIONATE AND SALMETEROL,[True],"TEVA RESPIRATORY, LLC",[],[],"['59310-805-06', '59310-822-08', '59310-812-06', '59310-822-06', '59310-805-08', '59310-812-08']",[],[],[],[],"['59310-805', '59310-822', '59310-812']",HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['1918199', '1918194', '1918203', '1918211', '1918205', '1918209']",1918195,284635,3BA9B217-8290-4589-B6D6-69C8F590676B,9C122B91-A11F-49CA-80BB-3EEC5112DB87,"['SALMETEROL XINAFOATE', 'FLUTICASONE PROPIONATE']","['O2GMZ0LF5W', '6EW8Q962A5']",[]
1320,ANDA083590,AK-CON,NAPHAZOLINE HYDROCHLORIDE,[],REBEL DISTRIBUTORS CORP.,[],['17478-216'],['21695-915-15'],[],[],[],[],['21695-915'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],"['1046272', '1046613']",204182,82054,297F0888-729C-4CE6-8779-6B239ABF3C93,297F0888-729C-4CE6-8779-6B239ABF3C93,['NAPHAZOLINE HYDROCHLORIDE'],['MZ1131787D'],[]
3743,ANDA064028,AK-POLY-BAC,BACITRACIN ZINC AND POLYMYXIN B SULFATE,[True],"AKORN, INC.",[],[],['17478-238-35'],[],[],[],[],['17478-238'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],['308511'],219307,645555,966A8AF1-D3E1-4BFD-AAB8-EBCC1FDED510,8B750666-18F2-40F5-9FB3-87457001B485,"['POLYMYXIN B SULFATE', 'BACITRACIN ZINC']","['89Y4M234ES', '19371312D4']",['0317478238355']
3823,NDA208289,AKOVAZ,EPHEDRINE SULFATE,[True],BLUEPOINT LABORATORIES,[],[],"['68001-330-59', '68001-330-60']",[],[],[],[],['68001-330'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],[],[],[],83F88215-76D6-40A5-888B-1DCD1EB05C0B,83F88215-76D6-40A5-888B-1DCD1EB05C0B,['EPHEDRINE SULFATE'],['U6X61U5ZEG'],['0368001330596']
4068,NDA022221,AKTEN,LIDOCAINE HYDROCHLORIDE,[True],"AKORN, INC.",[],[],"['17478-792-25', '17478-792-01', '17478-792-10']",[],[],[],[],['17478-792'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],"['1011703', '1009462']",809470,142440,65E9C091-E6F2-4962-B16F-0F476CF5A93D,C1F638DC-C386-45E8-9ADC-D0F295794679,['LIDOCAINE HYDROCHLORIDE ANHYDROUS'],['EC2CNF7XFP'],['0317478792017']
4631,NDA205718,AKYNZEO,NETUPITANT AND PALONOSETRON,[True],EISAI INC.,"['N0000010262', 'N0000182141', 'N0000190113', 'N0000175786', 'N0000175818', 'N0000175817', 'N0000185503']",[],"['62856-796-04', '62856-796-01']",[],"['Substance P/Neurokinin-1 Receptor Antagonist [EPC]', 'Serotonin-3 Receptor Antagonist [EPC]']","['Serotonin 3 Receptor Antagonists [MoA]', 'Breast Cancer Resistance Protein Inhibitors [MoA]', 'P-Glycoprotein Inhibitors [MoA]', 'Cytochrome P450 3A4 Inhibitors [MoA]', 'Neurokinin 1 Antagonists [MoA]']",[],['62856-796'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1552349', '1552343']",1552344,1552342,BFDBD210-182F-4D0B-8004-E815BAB26444,2DAA0C22-3051-4F12-A860-E5404C862760,"['PALONOSETRON', 'NETUPITANT']","['5D06587D6R', '7732P08TIR']",['0362856796040']
228,NDA020666,ALBENZA,ALBENDAZOLE,[],"DEPARTMENT OF STATE HEALTH SERVICES, PHARMACY BRANCH","['N0000191624', 'N0000175481']",['52054-550'],['55695-021-00'],[],['Antihelminthic [EPC]'],['Cytochrome P450 1A Inducers [MoA]'],[],['55695-021'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['199672', '211148']",151717,430,2B596245-5B0E-58A5-E054-00144FF88E88,2B598C40-A257-2113-E054-00144FF8D46C,['ALBENDAZOLE'],['F4216019LN'],[]
3714,NDA012616,ALDACTAZIDE,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,[True],G.D. SEARLE LLC DIVISION OF PFIZER INC,"['N0000166469', 'N0000175359', 'N0000175557', 'N0000175419', 'N0000011310']",[],"['0025-1011-31', '0025-1021-31']",['Thiazides [Chemical/Ingredient]'],"['Thiazide Diuretic [EPC]', 'Aldosterone Antagonist [EPC]']",['Aldosterone Antagonists [MoA]'],['Increased Diuresis [PE]'],"['0025-1011', '0025-1021']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['208112', '208116', '198224', '198225']",17276,324042,39C8D364-9DF4-42EF-8E59-A792691F02F2,D44637A7-B980-4BB1-832C-F5A0F73F8259,"['SPIRONOLACTONE', 'HYDROCHLOROTHIAZIDE']","['27O7W4T232', '0J48LPH2TH']",['0300251011313']
6319,NDA012151,ALDACTONE,SPIRONOLACTONE,[True],G.D. SEARLE LLC DIVISION OF PFIZER INC,"['N0000175557', 'N0000011310']",[],"['0025-1031-31', '0025-1041-31', '0025-1001-31']",[],['Aldosterone Antagonist [EPC]'],['Aldosterone Antagonists [MoA]'],[],"['0025-1031', '0025-1041', '0025-1001']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['198222', '198223', '200825', '313096', '200817', '200820']",151317,9997,609553A1-1EBC-497B-8C95-77AD2346B1AD,0FED2822-3A03-4B64-9857-C682FCD462BC,['SPIRONOLACTONE'],['27O7W4T232'],['0300251001314']
3178,NDA020723,ALDARA,IMIQUIMOD,[True],VALEANT PHARMACEUTICALS NORTH AMERICA LLC,"['N0000009267', 'N0000000157', 'N0000009269']",[],"['99207-260-12', '99207-260-01']",[],[],['Interferon Inducers [MoA]'],"['Increased Cytokine Production [PE]', 'Increased Cytokine Activity [PE]']",['99207-260'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['226734', '310982']",215085,59943,08D66993-CB6E-4844-BA9C-26BF1C866292,0C3AED27-7B3F-442E-9F60-F2F5C672C85D,['IMIQUIMOD'],['P1QW714R7M'],[]
3660,NDA208434,ALECENSA,ALECTINIB HYDROCHLORIDE,[True],"GENENTECH, INC.",[],[],"['50242-130-01', '50242-130-86']",[],[],[],[],['50242-130'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1727485', '1727479']",1727480,1727455,76340085-0111-4D14-B700-49E093132676,42C49DEB-713B-427A-9670-08AF08ADCFFB,['ALECTINIB HYDROCHLORIDE'],['P9YY73LO6J'],[]
285,ANDA090258,ALENDRONATE,ALENDRONATE SODIUM,[True],VIRTUS PHARMACEUTICALS,[],[],"['69543-131-20', '69543-130-04', '69543-130-12', '69543-130-20', '69543-131-04', '69543-131-12']",[],[],[],[],"['69543-131', '69543-130']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['904431', '904396']",114265,236083,3DB54F06-4F05-40AD-BFF3-0BAC4A4AB3CF,5C49D7FC-C76A-40C9-8C43-68B731230F0E,['ALENDRONATE SODIUM'],['2UY4M2U3RA'],[]
2941,NDA019353,ALFENTANIL,ALFENTANIL HYDROCHLORIDE,[True],"AKORN, INC.",[],[],"['17478-841-02', '17478-841-10', '17478-841-05', '17478-841-20']",[],[],[],[],['17478-841'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1723206', '1723210', '1723208', '1723209']",479,480,AC8F38E3-CC5E-47AE-9118-D6596E69F0F6,C965D63F-933B-4A83-88F6-C8C74159530B,['ALFENTANIL HYDROCHLORIDE'],['11S92G0TIW'],['0317478841029']
2310,ANDA079014,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN,[],"APHENA PHARMA SOLUTIONS - TENNESSEE, LLC",[],['0378-5005'],"['43353-746-30', '43353-746-60']",[],[],[],[],['43353-746'],HUMAN PRESCRIPTION DRUG,['ORAL'],['861132'],356728,46043,96BF130D-854D-4E51-834F-95DF39F5C858,BE2C5E2E-6435-4D0F-BF5C-79DBCAB99EBB,['ALFUZOSIN HYDROCHLORIDE'],['75046A1XTN'],[]
6355,ANDA079013,ALFUZOSIN HYDROCHLORIDE ER,ALFUZOSIN HYDROCHLORIDE,[],"AVKARE, INC.",[],['60505-2850'],"['42291-110-01', '42291-110-10']",[],[],[],[],['42291-110'],HUMAN PRESCRIPTION DRUG,['ORAL'],['861132'],356728,46043,FC723344-1E9F-EE85-FF75-20F2EC3E374A,2D4F6E4F-E385-B872-38C6-B7D1A9E8F9B9,['ALFUZOSIN HYDROCHLORIDE'],['75046A1XTN'],[]
199,ANDA090284,ALFUZOSIN HYDROCHLORIDE EXTENDED RELEASE,ALFUZOSIN HYDROCHLORIDE,[True],CIPLA USA INC.,[],[],"['69097-844-07', '69097-844-05', '69097-844-02', '69097-844-12']",[],[],[],[],['69097-844'],HUMAN PRESCRIPTION DRUG,['ORAL'],['861132'],356728,46043,58BD255D-CFF2-4397-A3E2-D1D126480BE5,3CC028D5-309F-4CE3-A2D7-5804AB57677D,['ALFUZOSIN HYDROCHLORIDE'],['75046A1XTN'],[]
4377,NDA021462,ALIMTA,PEMETREXED DISODIUM,[True],ELI LILLY AND COMPANY,[],[],"['0002-7640-01', '0002-7623-01']",[],[],[],[],"['0002-7623', '0002-7640']",HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1728079', '1728072', '1728075', '1728077']",323879,68446,198E5697-BFC8-451C-91FA-E75723963230,F5A860F3-37EC-429C-AE04-9C88D7C55C08,['PEMETREXED DISODIUM HEPTAHYDRATE'],['9T47E4OM16'],[]
2099,NDA021497,ALINIA,NITAZOXANIDE,[],AVERA MCKENNAN HOSPITAL,['N0000175485'],['67546-111'],['69189-0243-1'],[],['Antiprotozoal [EPC]'],[],[],['69189-0243'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['427163', '540617']",352403,31819,1A109930-2B98-4B0E-A850-5C453065EC3A,E7E861CC-F5CA-4EE4-9451-85D350B6AE26,['NITAZOXANIDE'],['SOA12P041N'],[]
2378,NDA209936,ALIQOPA,COPANLISIB,[True],BAYER HEALTHCARE PHARMACEUTICALS INC.,"['N0000175082', 'N0000175605']",[],['50419-385-01'],[],['Kinase Inhibitor [EPC]'],['Kinase Inhibitors [MoA]'],[],['50419-385'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1945086', '1945081']",1945082,1945077,F372A5E6-A0F0-44E8-8D79-F5A616EA207B,ADE50241-2C10-4038-B4E9-72F6BF905F03,['COPANLISIB'],['WI6V529FZ9'],[]
4931,NDA014691,ALKERAN,MELPHALAN,[True],"APOPHARMA USA, INC.","['N0000000236', 'N0000175558']",[],['52609-0001-5'],[],['Alkylating Drug [EPC]'],['Alkylating Activity [MoA]'],[],['52609-0001'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['197919', '105562']",151325,6718,369DB993-FEAF-606D-0A3D-681B92D684DB,FF913271-0090-4832-A0FE-5154FE8F97B9,['MELPHALAN'],['Q41OR9510P'],[]
423,NDA020786,ALLEGRA D-12 HOUR,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,[],"PHYSICIANS TOTAL CARE, INC.",[],['0088-1090'],"['54868-4258-2', '54868-4258-3', '54868-4258-0', '54868-4258-1']",[],[],[],[],['54868-4258'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['997512', '997406']",215122,214565,F8DCA6AC-D788-471B-A766-249EB65ADB6A,4021A77C-36AD-4F3A-BB4B-B44DE96173B2,"['PSEUDOEPHEDRINE HYDROCHLORIDE', 'FEXOFENADINE HYDROCHLORIDE']","['6V9V2RYJ8N', '2S068B75ZU']",[]
998,NDA021704,ALLEGRA--D 24 HOUR,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,[True],SANOFI-AVENTIS U.S. LLC,[],[],['0088-1095-47'],[],[],[],[],['0088-1095'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['997515', '997415']",215122,214565,DDEB18F2-822A-45CE-B8DA-5E93F185FF2B,F9A15B63-F48E-4802-BD4D-53FDB65CA6A2,"['PSEUDOEPHEDRINE HYDROCHLORIDE', 'FEXOFENADINE HYDROCHLORIDE']","['6V9V2RYJ8N', '2S068B75ZU']",['0300881095479']
786,ANDA020786,ALLEGRA-D,FEXOFENADINE AND PSEUDOEPHEDRINE,[True],BRYANT RANCH PREPACK,"['N0000175587', 'N0000175552', 'N0000000209', 'N0000000190']",[],"['63629-1249-1', '63629-1249-2']",[],"['alpha-Adrenergic Agonist [EPC]', 'Histamine-1 Receptor Antagonist [EPC]']","['Histamine H1 Receptor Antagonists [MoA]', 'Adrenergic alpha-Agonists [MoA]']",[],['63629-1249'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['997512', '997406']",215122,214565,D9C14A7E-285B-4226-88CA-4199AFBC1265,477A318A-D594-4374-81D7-ABD28A98BDD1,"['FEXOFENADINE', 'PSEUDOEPHEDRINE']","['7CUC9DDI9F', 'E6582LOH6V']",[]
2369,NDA020120,ALLERNAZE,TRIAMCINOLONE ACETONIDE,[True],LUPIN PHARMACEUTICALS,"['N0000175576', 'N0000175450']",[],['27437-143-01'],[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['27437-143'],HUMAN PRESCRIPTION DRUG,['NASAL'],"['1797906', '1797904']",833246,10761,DBDC8273-3224-4557-B509-F3CF8CE6CCF8,DBDC8273-3224-4557-B509-F3CF8CE6CCF8,['TRIAMCINOLONE ACETONIDE'],['F446C597KA'],[]
4920,ANDA205171,ALMOTRIPTAN MALATE,ALMOTRIPTAN,[True],MYLAN PHARMACEUTICALS INC.,[],[],"['0378-5246-85', '0378-5245-85', '0378-5246-32', '0378-5245-32']",[],[],[],[],"['0378-5246', '0378-5245']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['284204', '284205']",285046,279645,6D4A9CD4-C3E7-4FA2-AC49-B3E850A72600,35617039-9F33-401B-BAC3-8F85C65FA2C7,['ALMOTRIPTAN MALATE'],['PJP312605E'],['0303785245858']
4632,NDA022426,ALOGLIPTIN AND PIOGLITAZONE,ALOGLIPTIN BENZOATE AND PIOGLITAZONE HYDROCHLORIDE,[True],PERRIGO NEW YORK INC,[],[],"['45802-304-65', '45802-351-65', '45802-260-65', '45802-238-65', '45802-499-65', '45802-402-65']",[],[],[],[],"['45802-304', '45802-238', '45802-499', '45802-351', '45802-260', '45802-402']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1368431', '1368424', '1368438', '1368410', '1368417', '1368403']",1372717,1368402,C5D36323-FF86-4DD0-8C4D-1C3D5197D7BE,642B1E90-701E-42F2-BAC6-A4918738E2C9,"['PIOGLITAZONE HYDROCHLORIDE', 'ALOGLIPTIN BENZOATE']","['JQT35NPK6C', 'EEN99869SC']",[]
2685,NDA020298,ALOPRIM,ALLOPURINOL,[True],MYLAN INSTITUTIONAL LLC,"['N0000000206', 'N0000175698']",[],['67457-187-50'],[],['Xanthine Oxidase Inhibitor [EPC]'],['Xanthine Oxidase Inhibitors [MoA]'],[],['67457-187'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['261265', '252931']",261446,519,7813ADD0-CB10-442F-8714-7F42A31B6D3C,10CC918F-AA44-415B-932D-2404695AC449,['ALLOPURINOL'],['63CZ7GJN5I'],[]
6353,NDA021372,ALOXI,PALONOSETRON HYDROCHLORIDE,[True],EISAI INC.,[],[],"['62856-798-01', '62856-797-01']",[],[],[],[],"['62856-798', '62856-797']",HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1728052', '1728050', '1728056', '1728055']",397406,70561,E3F0E77B-F3A8-40B4-BC25-499607A4E378,1B51C34D-9631-4520-83AF-6F6FB21A58A4,['PALONOSETRON HYDROCHLORIDE'],['23310D4I19'],['0362856797016']
6158,NDA021770,ALPHAGAN P,BRIMONIDINE TARTRATE,[],"PHYSICIANS TOTAL CARE, INC.",[],"['0023-9321', '0023-9177']","['54868-4690-2', '54868-4690-0', '54868-4276-0']",[],[],[],[],"['54868-4276', '54868-4690']",HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],"['861204', '861206', '861208', '861210']",153358,39171,E3189B84-F38D-4E35-9C78-246D0FE55B85,BA15FA83-C808-4298-BB0E-43ED1429C526,['BRIMONIDINE TARTRATE'],['4S9CL2DY2H'],[]
1193,ANDA077996,ALPRAZOLAM ER,ALPRAZOLAM,[],STAT RX USA LLC,"['N0000007542', 'N0000175694']",['64980-142'],"['16590-588-30', '16590-588-60', '16590-588-90', '16590-588-72']",['Benzodiazepines [Chemical/Ingredient]'],['Benzodiazepine [EPC]'],[],[],['16590-588'],HUMAN PRESCRIPTION DRUG,['ORAL'],['433799'],202363,596,060234B6-2E60-4EDB-ADC4-DACB981DDA99,DB1291E9-BA65-4B6B-83FA-6B6187B17F41,['ALPRAZOLAM'],['YU55MQ3IZY'],[]
94,ANDA078056,ALPRAZOLAM EXTENDED RELEASE,ALPRAZOLAM,[],BRYANT RANCH PREPACK,"['N0000007542', 'N0000175694']",['0228-3083'],"['63629-5364-2', '63629-5364-1']",['Benzodiazepines [Chemical/Ingredient]'],['Benzodiazepine [EPC]'],[],[],['63629-5364'],HUMAN PRESCRIPTION DRUG,['ORAL'],['433798'],202363,596,A1D48FB0-ADEE-4F00-9BA1-64AE3765B34D,7E96BC50-4985-4C19-8BE9-4F4CF7184C64,['ALPRAZOLAM'],['YU55MQ3IZY'],[]
1367,ANDA077996,ALPRAZOLAM EXTENDED-RELEASE,ALPRAZOLAM,[],"H.J. HARKINS COMPANY, INC.","['N0000007542', 'N0000175694']",['64980-141'],"['52959-965-60', '52959-965-30', '52959-965-15']",['Benzodiazepines [Chemical/Ingredient]'],['Benzodiazepine [EPC]'],[],[],['52959-965'],HUMAN PRESCRIPTION DRUG,['ORAL'],['433800'],202363,596,75FCB860-7243-49D6-8AE2-7CD989588E52,4F6C075F-E2B7-41FA-82C7-EBA85CBE27A3,['ALPRAZOLAM'],['YU55MQ3IZY'],[]
1398,NDA021434,ALPRAZOLAM XR,ALPRAZOLAM,[],LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,"['N0000007542', 'N0000175694']",['59762-0057'],['55700-109-60'],['Benzodiazepines [Chemical/Ingredient]'],['Benzodiazepine [EPC]'],[],[],['55700-109'],HUMAN PRESCRIPTION DRUG,['ORAL'],['433798'],202363,596,B32480DF-9063-46BE-B265-A9112CD38C2F,79114030-6131-4516-9657-A74058DFB87A,['ALPRAZOLAM'],['YU55MQ3IZY'],[]
499,NDA020803,ALREX,LOTEPREDNOL ETABONATE,[],"PHYSICIANS TOTAL CARE, INC.",[],['24208-353'],"['54868-4277-1', '54868-4277-0']",[],[],[],[],['54868-4277'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],"['213262', '311381']",215176,52177,2DAC0CBE-637C-4CC3-86A4-9163182AC0D6,95188FB4-03B6-46AC-A601-41CB82EBDE40,['LOTEPREDNOL ETABONATE'],['YEH1EZ96K6'],[]
97,NDA022055,ALTABAX,RETAPAMULIN,[],REBEL DISTRIBUTORS CORP.,"['N0000175433', 'N0000175434']",['0007-5180'],['21695-644-10'],['pleuromutilin [Chemical/Ingredient]'],['Pleuromutilin Antibacterial [EPC]'],[],[],['21695-644'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['704855', '704858']",716664,642274,5DA8F60F-C809-4161-A802-6FE823D532BB,5DA8F60F-C809-4161-A802-6FE823D532BB,['RETAPAMULIN'],['4MG6O8991R'],[]
6372,NDA019901,ALTACE,RAMIPRIL,[True],PFIZER LABORATORIES DIV PFIZER INC,"['N0000175562', 'N0000000181']",[],"['61570-110-01', '61570-111-01', '61570-120-01', '61570-112-01']",[],['Angiotensin Converting Enzyme Inhibitor [EPC]'],['Angiotensin-converting Enzyme Inhibitors [MoA]'],[],"['61570-111', '61570-110', '61570-112', '61570-120']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['845489', '198189', '261962', '198188', '104384', '104385', '845488', '260333']",262418,35296,15516862-2DE9-47D8-B385-4D3FF77FB4DE,0FC34CD8-86E6-4034-73BD-4263A68BA046,['RAMIPRIL'],['L35JN3I7SJ'],[]
